Name,Lat,Lng,,,,,,,
"موصل, معرض عبدالله الخفاف",36.3557684,43.1594243,,,,,,,
"موصل, مديرية شرطة ام الربيعين",36.3557665,43.1046058,,,,,,,
"موصل, مخبز كرم",36.3557643,43.1975866,,,,,,,
"موصل, النوري",36.3557622,43.1038794,,,,,,,
"موصل, أبو رغيد للعدد",36.3557606,43.0999762,,,,,,,
"موصل, ابو نافع",36.3557544,43.1591795,,,,,,,
"موصل, مدفن عائلة ابراهيم محمود الاطرقجي",36.3557512,43.0618351,,,,,,,
"موصل, مقبرة الحبار",36.3557512,43.0618351,,,,,,,
"موصل, مكتب كرم",36.3557477,43.0976386,,,,,,,
"موصل, البسة ارخص الاسعار",36.35574,43.192815,,,,,,,
"موصل, يونس لتصليح كافة انواع الجكات الهيدورليكية",36.3557371,43.2798447,,,,,,,
"موصل, Al Basil",36.3557344,43.0974099,,,,,,,
"موصل, مجمع الوليد التجاري",36.3557279,43.2704942,,,,,,,
"موصل, مقبرة عامر العلگاوي",36.3557279,43.0469663,,,,,,,
"موصل, ابو علي الحسوني",36.3557228,43.0988704,,,,,,,
"موصل, مقبرة آل بكر ألسادة ألنعيم",36.3557142,43.0475543,,,,,,,
"موصل, تعمير للهندسة والبناء",36.3557104,43.1430172,,,,,,,
"موصل, مكتب دبي لبيع المواد الأنشائية",36.3557045,43.2788664,,,,,,,
"موصل, مركز Pwor",36.3557039,43.2185757,,,,,,,
"موصل, سالم الجبوري",36.3557026,43.08851,,,,,,,
"موصل, مقبرة نذير الجريسي",36.3556964,43.055145,,,,,,,
"موصل, صاله هشام سوني",36.3556945,43.0884352,,,,,,,
"موصل, هشام لخدمات الانترنيت",36.3556921,43.0884409,,,,,,,
"موصل, كراج حسين الحداد",36.3556894,43.278837,,,,,,,
"موصل, مقبرة عبدالجلال يونس العبادي",36.3556836,43.0558316,,,,,,,
"موصل, حدادة الكلو بادارة : مهند الكلو",36.3556806,43.0760835,,,,,,,
"موصل, مقبرة الشيخ ابو همام الحمداني",36.3556667,43.0603998,,,,,,,
"موصل, دار ضياء محمود العرب",36.3556666,43.2047438,,,,,,,
"موصل, اقمشة ومفروشات اكرم",36.3556554,43.1874291,,,,,,,
"موصل, الفهد للسكائر والنركيلة",36.355642,43.0989249,,,,,,,
"موصل, اسواق هيثم العريبي",36.3556405,43.0879978,,,,,,,
"موصل, حدادة زهرة الوادي",36.3556384,43.0759371,,,,,,,
"موصل, مقبرة حسين المشهداني",36.355631,43.05235,,,,,,,
"موصل, فرن المائدة",36.3556198,43.2185179,,,,,,,
"موصل, سجن الاحداث",36.355619,43.1210994,,,,,,,
"موصل, شركة طيبة فرع الموصل",36.3556072,43.2851203,,,,,,,
"موصل, حلاقة علي",36.3556037,43.0880067,,,,,,,
"موصل, مأكولات ابو وقاص",36.3556018,43.0999278,,,,,,,
"موصل, شركة فورميل للمواد الصحية",36.3555959,43.2665415,,,,,,,
"موصل, مقبرة نجيب محمود",36.3555833,43.0498462,,,,,,,
"موصل, مقبرة آل ثابت",36.3555827,43.0529506,,,,,,,
"موصل, شركة لؤلؤ الساحل للتجاره العامة المحدودة فرع الموصل",36.3555815,43.2727982,,,,,,,
"موصل, عيادة دكتور عماد عبدالله",36.3555794,43.0879712,,,,,,,
"موصل, محل الحمزة لبيع الحديد الصناعي",36.3555714,43.2657066,,,,,,,
"موصل, شركة دارالنخيل",36.3555703,43.1467951,,,,,,,
"موصل, فوزي السبهان",36.3555703,43.1467951,,,,,,,
"موصل, داليا سنتر",36.3555703,43.1467951,,,,,,,
"موصل, العود الأثاث",36.3555703,43.1467951,,,,,,,
"موصل, العمران والفرات للصحيات",36.3555703,43.1467949,,,,,,,
"موصل, مكتب طلباتي",36.3555703,43.1467949,,,,,,,
"موصل, مقبرة عبدالجبار حميد",36.355564,43.0475999,,,,,,,
"موصل, مقبرة وادي عكاب بدرية احمد عبوش",36.3555634,43.051761,,,,,,,
"موصل, سويجات ألغفران",36.3555625,43.2656875,,,,,,,
"موصل, مجمع ليالي الفرح",36.3555619,43.1876818,,,,,,,
"موصل, مقبرة آل سعيد محمدعلي",36.355556,43.0501542,,,,,,,
"موصل, صيدلية العنبر",36.3555477,43.2135051,,,,,,,
"موصل, الريماس فون",36.3555469,43.2175377,,,,,,,
"موصل, ازياء لجين",36.3555441,43.2136653,,,,,,,
"موصل, my uncle ali",36.3555378,43.0882876,,,,,,,
"موصل, مكتب اسيا للوكالات التجارية",36.3555373,43.2659616,,,,,,,
"موصل, مركز بوش",36.3555365,43.2653826,,,,,,,
"موصل, كوافير ادهم",36.3555229,43.0879172,,,,,,,
"موصل, ميزان خالد الألكتروني",36.3555203,43.2651009,,,,,,,
"موصل, Zakariya car olie",36.3555193,43.1874931,,,,,,,
"موصل, لحوم زمزم",36.3555163,43.0998641,,,,,,,
"موصل, مقبرة زكريا براهيم",36.355516,43.0515545,,,,,,,
"موصل, الثقة للكهربائيات",36.3555146,43.1876957,,,,,,,
"موصل, مكتب النور للانترنت",36.3555134,43.1852471,,,,,,,
"موصل, ابو طارق العنزي للمواد المنزلية",36.3555104,43.1874985,,,,,,,
"موصل, دهونات خالد",36.3555089,43.1852327,,,,,,,
"موصل, مجمع مخلص العراقي",36.3555084,43.2134732,,,,,,,
"موصل, حي عدن تركيب منظومة كاميرات برمجه حاسبات",36.3555049,43.213339,,,,,,,
"موصل, مدفن ال عبدالله الحيالي",36.3555038,43.0503901,,,,,,,
"موصل, سوبر ماركت المعامل",36.3555016,43.279941,,,,,,,
"موصل, اسواق عبادة الرحمان",36.355499,43.1982944,,,,,,,
"موصل, نقابة الأطباء",36.3554965,43.1113467,,,,,,,
"موصل, كراج حدادة حسن البياتي واخوانه",36.3554955,43.2621304,,,,,,,
"موصل, بيت أبوسهيل الطائي",36.35549,43.121214,,,,,,,
"موصل, معمل غاز الرافدين",36.3554825,43.2907724,,,,,,,
"موصل, الموصل حي الجزائر",36.3554741,43.1721785,,,,,,,
"موصل, ملعب الآخاء السباعي",36.3554733,43.2057733,,,,,,,
"موصل, أسواق نبيل العبيدي",36.3554726,43.1721764,,,,,,,
"موصل, لوحة بلدية الموصل",36.3554712,43.1513595,,,,,,,
"موصل, معالج",36.3554707,43.1907918,,,,,,,
"موصل, CNC وبلازمة العلي",36.3554647,43.071502,,,,,,,
"موصل, مقبرة الحاج أحمد الكلو الأصلية",36.3554614,43.057441,,,,,,,
"موصل, بوتيك بيوتي b.b",36.3554555,43.2134919,,,,,,,
"موصل, طرشي ومخللات الشفاء",36.3554547,43.1002882,,,,,,,
"موصل, موصل حي الشفاء",36.3554473,43.1211643,,,,,,,
"موصل, نجارة الأصدقاء",36.3554473,43.1211643,,,,,,,
"موصل, علاج الألم",36.3554473,43.1211643,,,,,,,
"موصل, ساحةً وقوف سيارات مستشفى الجمهوري",36.3554473,43.1211643,,,,,,,
"موصل, السيد للاراكيل",36.355436,43.1852287,,,,,,,
"موصل, كراج الانوار قطع غيار مارسيدس اتيكو",36.3554346,43.2767019,,,,,,,
"موصل, جامع الشهيد محمد نوري",36.3554336,43.1040527,,,,,,,
"موصل, كوافير لايك",36.3554315,43.0986125,,,,,,,
"موصل, تجهيزات الصوفي",36.3554297,43.2129762,,,,,,,
"موصل, عالم الفلاتر والزيوت",36.3554296,43.2781036,,,,,,,
"موصل, Krmtlwlnsr",36.3554253,43.1434889,,,,,,,
"موصل, مقبره خضر العلو",36.3554253,43.0555916,,,,,,,
"موصل, مدفن عبد السلام الخفاف",36.355415,43.0501118,,,,,,,
"موصل, Bashtabya Castle",36.3554131,43.1212796,,,,,,,
"موصل, كوافير فراس للرجال",36.3554053,43.184874,,,,,,,
"موصل, قاعة كوكب الشرق للأعراس والمناسبات",36.3554018,43.1305725,,,,,,,
"موصل, مرطبات بيروت",36.3554008,43.2089637,,,,,,,
"موصل, Emergency General Hospital",36.3553975,43.1174582,,,,,,,
"موصل, مدفن سيدابراهيم محمود النعيمي",36.3553972,43.0550478,,,,,,,
"موصل, مقبرة نوح الجلبي",36.3553904,43.0530428,,,,,,,
"موصل, عيادة طب الاسنان الدكتور محمد حازم الحائك",36.3553881,43.213468,,,,,,,
"موصل, محل علاء لتصليح السلف والداينمو",36.3553864,43.2754187,,,,,,,
"موصل, مول شام ستي",36.3553828,43.0876408,,,,,,,
"موصل, جدارية الموصل العنقاء",36.355371,43.1512596,,,,,,,
"موصل, مولدة شعيب مرعي",36.3553703,43.2264565,,,,,,,
"موصل, مقبرة خلف وأحمد ال صالح",36.3553637,43.0509467,,,,,,,
"موصل, حلاقة الانيق",36.3553599,43.1931024,,,,,,,
"موصل, المستشفى الكرفاني",36.3553425,43.1166047,,,,,,,
"موصل, مدفن الكمون",36.3553394,43.0517362,,,,,,,
"موصل, مدرسة ومعهد جيل الهدى",36.3553315,43.2004526,,,,,,,
"موصل, سوبر ماركت سجاد",36.3553145,43.2791046,,,,,,,
"موصل, Barber Revebge",36.3553119,43.1848286,,,,,,,
"موصل, مقبرة الحليمة",36.3553005,43.0515465,,,,,,,
"موصل, ملعب نادي الموصل",36.3552902,43.1274889,,,,,,,
"موصل, حلاق رمضان",36.35529,43.0991969,,,,,,,
"موصل, كوزمتك عروس بيروت",36.355284,43.213227,,,,,,,
"موصل, سويجات ابو سيف الطائي",36.3552659,43.2094974,,,,,,,
"موصل, كوافير الاصدقاء",36.3552624,43.2263391,,,,,,,
"موصل, مكتب أرض الحرم للحج والعمرة",36.3552624,43.2263391,,,,,,,
"موصل, شامل اللحيمجي",36.3552579,43.2622747,,,,,,,
"موصل, ميزان العثمان",36.3552546,43.2376497,,,,,,,
"موصل, راديترات ميناس",36.3552516,43.2626993,,,,,,,
"موصل, نادي نينوى الرياضي",36.3552484,43.1275677,,,,,,,
"موصل, Othman Restaurant and Hamid",36.3552447,43.2120293,,,,,,,
"موصل, Mustfa haha",36.3552406,43.210972,,,,,,,
"موصل, مختار حي الربيع والنجار",36.3552335,43.0992888,,,,,,,
"موصل, مطعم السلطان",36.3552314,43.2744451,,,,,,,
"موصل, افران وحلويات سنجار",36.3552246,43.0879897,,,,,,,
"موصل, سنتر مون - Sinter MOON",36.355224,43.2132445,,,,,,,
"موصل, مجمع القاسم التجاري",36.3552226,43.2663007,,,,,,,
"موصل, المزرعة🌴",36.3552191,43.1532443,,,,,,,
"موصل, عمارة ال زيد",36.3552174,43.2131914,,,,,,,
"موصل, مؤسسة الشهداء مديرية شهداء نينوى",36.3552146,43.1999261,,,,,,,
"موصل, ملعب الريان المصغر",36.3552141,43.2062357,,,,,,,
"موصل, كوافير شاكر ويحيى وعبودي",36.3552126,43.2114353,,,,,,,
"موصل, مكتب العراق سنتر لخدمات الموبايل والانترنت",36.3552102,43.212539,,,,,,,
"موصل, مقبرة عبدالله الحاج جاسم العلاف",36.3552088,43.0349331,,,,,,,
"موصل, كازينو ليالي كوكب الشرق",36.3552083,43.1307126,,,,,,,
"موصل, روما كافيه Roma Cafe",36.3552066,43.1506932,,,,,,,
"موصل, محلات الثقة لتبديل الدهون",36.3552031,43.275149,,,,,,,
"موصل, جامع النوري",36.3552025,43.103932,,,,,,,
"موصل, كروب علي وعباس الحجي لاستيراد وتوزيع قطع غيار",36.3551973,43.2737646,,,,,,,
"موصل, طرشي البركة",36.3551972,43.0989971,,,,,,,
"موصل, كراج اولاد الحديدي",36.3551971,43.2886446,,,,,,,
"موصل, مقبرة ال الصباغ",36.355193,43.055932,,,,,,,
"موصل, صالون مكياجي انا",36.3551855,43.2120586,,,,,,,
"موصل, معمل نجارة احمد المصلاوي",36.355181,43.211502,,,,,,,
"موصل, نيو سيرفس لصيانة وتبديل زيوت السيارات",36.3551804,43.1845907,,,,,,,
"موصل, مدفن الشهيد مؤيد شهاب أحمد العبيدي",36.3551704,43.0455675,,,,,,,
"موصل, ثانوية حفصة بنت عمر الاسلامية للبنات",36.3551686,43.1039773,,,,,,,
"موصل, مركز شرطة الشيخ فتحي",36.3551686,43.1039773,,,,,,,
"موصل, مكتب قلعة الالعاب",36.355166,43.2166102,,,,,,,
"موصل, عالم الفلاتر والزيوت ش",36.3551621,43.2626517,,,,,,,
"موصل, حداده السبعاوي",36.35516,43.2713635,,,,,,,
"موصل, مركز التغذية للحليب ومستلزمات الاطفال",36.3551588,43.2166794,,,,,,,
"موصل, ورشة دلشاد لتصليح الماطورات",36.3551509,43.2730435,,,,,,,
"موصل, سعيد فيتر لتصليح الرافعات",36.3551339,43.2724254,,,,,,,
"موصل, General Hydraulic & Pneumatic",36.3551337,43.2730369,,,,,,,
"موصل, الرضا للتجارة العامة المحدودة",36.355128,43.2560157,,,,,,,
"موصل, مجلس الحجي كهلان الزبيدي",36.3551253,43.1702165,,,,,,,
"موصل, شركة السنجري لتجارة المنظفات والمواد الغذائية",36.3551247,43.1373545,,,,,,,
"موصل, مدفن الحاج حازم مصطفى البدراني",36.3551247,43.0495344,,,,,,,
"موصل, شركة الزعيم للتوصيل السريع فرع الموصل",36.3551155,43.1961246,,,,,,,
"موصل, مقبرة القصيمي",36.3551131,43.0557931,,,,,,,
"موصل, نجم وحسين تصليح جي سي بي",36.3551122,43.261897,,,,,,,
"موصل, مقبرة البكات",36.355101,43.0528732,,,,,,,
"موصل, Maazoom Restaurant",36.3550984,43.0882493,,,,,,,
"موصل, مقبرة المرحوم هاشم عزيز المشهداني",36.355087,43.050301,,,,,,,
"موصل, افران المصطفى",36.3550781,43.0994934,,,,,,,
"موصل, شركه نبع نينوى للسفر و السياحه",36.3550761,43.1507926,,,,,,,
"موصل, سنتر المتحده للمطابخ والاثاث",36.3550713,43.1963345,,,,,,,
"موصل, طرشي المذاق (الموصل)",36.3550702,43.2138978,,,,,,,
"موصل, مقبرة القصار",36.3550686,43.0501249,,,,,,,
"موصل, ؟",36.3550625,43.0551875,,,,,,,
"موصل, كوزمتك طه",36.3550618,43.2142795,,,,,,,
"موصل, عيادة فيت لاند البيطرية - Vet Land Clinic",36.3550605,43.1507989,,,,,,,
"موصل, مجموعة شركات الزعيم / ارض الزعيم / موصل",36.3550586,43.1508251,,,,,,,
"موصل, Makhbaz alamin",36.355053,43.2142866,,,,,,,
"موصل, شركة الاتحاد لخدمات الأنترنت",36.3550519,43.150831,,,,,,,
"موصل, وادي عكاب مدفن محمود عكاب",36.3550507,43.0547584,,,,,,,
"موصل, سنتر عدن",36.3550485,43.2134628,,,,,,,
"موصل, مدفن محمود عكاب",36.3550394,43.054744,,,,,,,
"موصل, برج ايرثلنك لخدمات الإنترنت",36.3550351,43.0914531,,,,,,,
"موصل, افران بغداد لأنتاج الصمون",36.355031,43.1054743,,,,,,,
"موصل, مستشفى البتول للنسائية",36.3550265,43.1181681,,,,,,,
"موصل, مستشفى البتول التعليمي للنسائية والتوليد (مستشفى شفاء 18)",36.3550221,43.1171064,,,,,,,
"موصل, مدفن الحاج حازم حمودي العبيدي",36.3550189,43.0470363,,,,,,,
"موصل, كافية رينيسيا",36.3550182,43.2651885,,,,,,,
"موصل, معمل البان الوطنية",36.3550182,43.2651885,,,,,,,
"موصل, مفروشات جهاز العروسه",36.3550175,43.2126232,,,,,,,
"موصل, البوو فهد",36.355014,43.0493702,,,,,,,
"موصل, مختبر الطيف التخصصي",36.3550135,43.1181974,,,,,,,
"موصل, البيت الكندي الحديث",36.3550127,43.2137004,,,,,,,
"موصل, ابو مصطفى لبيع ادوات الكسارة والبراغي",36.355012,43.2720698,,,,,,,
"موصل, كوافير احمد الكردي",36.3550119,43.1967636,,,,,,,
"موصل, union.isp",36.3550103,43.150859,,,,,,,
"موصل, ازياء المواسم",36.3550051,43.2140716,,,,,,,
"موصل, مكياجي وعطوري",36.3549977,43.2122305,,,,,,,
"موصل, al noor ice factory",36.3549868,43.2592622,,,,,,,
"موصل, مدرسة نور ايمان ومدرسة خوارزمي",36.354982,43.2497038,,,,,,,
"موصل, مقبرة عزيز فتحي",36.3549811,43.0522224,,,,,,,
"موصل, مقبرة التمر",36.3549762,43.0551356,,,,,,,
"موصل, لحوم كوكجلي أدارة علي القصاب",36.3549729,43.2109655,,,,,,,
"موصل, كوافير المقص الذهبي",36.3549718,43.2110361,,,,,,,
"موصل, شركة حلان السلطان",36.3549665,43.2806004,,,,,,,
"موصل, متوسطة بدر الكبرى للبنين",36.3549633,43.1111053,,,,,,,
"موصل, مركز علاج الالم",36.3549625,43.1172969,,,,,,,
"موصل, Adan Dental Clinic",36.3549614,43.2137912,,,,,,,
"موصل, مدفن عزيز الطائي/المرحوم ميسر عزيز",36.354961,43.058601,,,,,,,
"موصل, بيع مستلزمات رياضية",36.3549603,43.0997782,,,,,,,
"موصل, مروان المهاجر",36.3549432,43.2245902,,,,,,,
"موصل, مدفن ذنون الخوخي",36.354943,43.050154,,,,,,,
"موصل, مؤسسة الشهداء الموصل",36.3549423,43.2005409,,,,,,,
"موصل, بيت ابو هبه",36.3549385,43.0987256,,,,,,,
"موصل, مقبرة نجم عبد المؤجود السبعاوي",36.3549349,43.0553656,,,,,,,
"موصل, محل التميز",36.3549263,43.1183878,,,,,,,
"موصل, مأكولات ايمن",36.3549238,43.105338,,,,,,,
"موصل, بيت عبدالقادرعبداللطيف",36.3549114,43.2142145,,,,,,,
"موصل, محل عباس بولبرين",36.354906,43.2725796,,,,,,,
"موصل, قاعة طيارة سنتر",36.3549056,43.2186422,,,,,,,
"موصل, اسواق ابو احمدالطائي",36.3549052,43.118077,,,,,,,
"موصل, مقبرة ملا عمر الاطرقجي",36.354905,43.056074,,,,,,,
"موصل, مطعم وقاعة جنائن الموصل",36.3549028,43.1309144,,,,,,,
"موصل, مقبرة سيد فتاح",36.354895,43.050368,,,,,,,
"موصل, تجارة البطاريات السائلة والجافة",36.3548917,43.2591754,,,,,,,
"موصل, مقبرة السيد سلطان القاسم الحيالي",36.3548914,43.0575526,,,,,,,
"موصل, مدرسة الخوارزمي للبنين",36.3548795,43.2498096,,,,,,,
"موصل, حلاقة النجوم",36.354879,43.0889876,,,,,,,
"موصل, محل دهونات عبدالكريم",36.354849,43.2724703,,,,,,,
"موصل, مكتب الاعرجي للعقار",36.3548474,43.1846722,,,,,,,
"موصل, جامع الشفاء",36.3548326,43.112551,,,,,,,
"موصل, مطعم عبدالله البنچرچي",36.3548314,43.2725144,,,,,,,
"موصل, Al Mohajreen Mosque",36.3548275,43.2233003,,,,,,,
"موصل, مدفن بيت حج علي والحاج خليفه",36.3548185,43.0578192,,,,,,,
"موصل, مقبرة دحام النعيمي",36.354809,43.057257,,,,,,,
"موصل, مولدة الشفاء",36.3548036,43.1122978,,,,,,,
"موصل, قاعه",36.3547913,43.1283817,,,,,,,
"موصل, مطعم الولائم",36.3547792,43.105146,,,,,,,
"موصل, اسواق ابومالك",36.354774,43.1949195,,,,,,,
"موصل, مستشفى البتول للولادة بالموصل",36.354741,43.1168931,,,,,,,
"موصل, محل الأخوين لبيع الأطارات",36.3547192,43.2902031,,,,,,,
"موصل, مقبرة الحاج غانم الهردم",36.3547159,43.0565069,,,,,,,
"موصل, وسام الصباغ",36.3546859,43.2613515,,,,,,,
"موصل, بيت ابو رواء",36.3546744,43.2116026,,,,,,,
"موصل, المرحوم طارق الشيخ",36.3546733,43.0586624,,,,,,,
"موصل, مروان ابو لبنزين",36.3546727,43.2619943,,,,,,,
"موصل, كراج الشرق قطع غيار bmw",36.3546724,43.2903886,,,,,,,
"موصل, مجسر السويس",36.3546551,43.1515468,,,,,,,
"موصل, مرقد الامام يحيى ابو القاسم تابع للوقف السني",36.3546455,43.1227776,,,,,,,
"موصل, Stodio montex",36.3546451,43.2190624,,,,,,,
"موصل, شركة خيرات قصر الموصل لتجارة المنظفات",36.3546413,43.2558455,,,,,,,
"موصل, مقبره بيت الحافظ",36.3546355,43.0568009,,,,,,,
"موصل, تلفزيون الكرامة",36.3546278,43.2322037,,,,,,,
"موصل, P.I.S.C Mosul",36.3546277,43.0858294,,,,,,,
"موصل, Ghaffar Mosque",36.3546203,43.1956056,,,,,,,
"موصل, عمارة السنجري",36.3546111,43.1182359,,,,,,,
"موصل, كوكجلي - سوق الجمعة (حيوانات وطيور)",36.3546101,43.2483291,,,,,,,
"موصل, محلات العلاف التجارية",36.3545964,43.266055,,,,,,,
"موصل, مقبره الحاج يحيى قاسم",36.3545704,43.050951,,,,,,,
"موصل, أفران ستار",36.3545488,43.2555483,,,,,,,
"موصل, متنزه النور العائلي",36.3545337,43.1841418,,,,,,,
"موصل, Mohammed",36.3545291,43.2123483,,,,,,,
"موصل, King dom alaz",36.3545289,43.1281223,,,,,,,
"موصل, مكتب عنتاب للعقار",36.3545267,43.1157897,,,,,,,
"موصل, مدفن العسكر . قبيلة السادة البگارة",36.354496,43.050957,,,,,,,
"موصل, Al-Hashmi Gas Station",36.3543403,43.2669362,,,,,,,
"موصل, مقبرة وادي عكاب",36.3542736,43.0541596,,,,,,,
"موصل, مطبعة الحكمة",36.3536536,43.2614613,,,,,,,
"موصل, محلات نور المصطفى لتبديل الدهونات",36.3536361,43.2552274,,,,,,,
"موصل, محلات الشروق",36.3536329,43.2553461,,,,,,,
"موصل, محل دهونات ابو مصطفى",36.3536127,43.2550498,,,,,,,
"موصل, اسواق زيدون",36.353593,43.25508,,,,,,,
"موصل, Belal Baby",36.3535928,43.2186864,,,,,,,
"موصل, رائد فيتر",36.3535871,43.2617386,,,,,,,
"موصل, محسن علي ال سياف",36.3535863,43.2617464,,,,,,,
"موصل, Karam Al-Aziz Mosque",36.3535778,43.2006545,,,,,,,
"موصل, مدرسة الإمام محمد الرضواني",36.3535329,43.2252386,,,,,,,
"موصل, عمر فتحي السيفاوي",36.3535041,43.0809976,,,,,,,
"موصل, تجهيزات رعد",36.3534906,43.2185029,,,,,,,
"موصل, اسواق",36.3534818,43.0992615,,,,,,,
"موصل, ابو حسن لتبديل الدهونات السيارات",36.3534687,43.2541974,,,,,,,
"موصل, مقبرة احمد علي البكوع",36.3534582,43.0509165,,,,,,,
"موصل, محلات النور",36.3534579,43.2560337,,,,,,,
"موصل, اسواق الحبوري",36.3534568,43.0810687,,,,,,,
"موصل, شركة همر",36.353423,43.261263,,,,,,,
"موصل, مدفن آل الصواف وآل الصائغ",36.35342,43.056666,,,,,,,
"موصل, فرع الجحيش الحمادي",36.3533874,43.0800506,,,,,,,
"موصل, تجهيزات الزهراء الصحية",36.3533804,43.1063832,,,,,,,
"موصل, مدفن احمد العادي السبعاوي",36.353378,43.050557,,,,,,,
"موصل, Mary Church",36.3533592,43.1233599,,,,,,,
"موصل, محطة اسكان 33 كهرباء",36.3533586,43.226142,,,,,,,
"موصل, محلات عبد السلام العبادي",36.3533572,43.0705016,,,,,,,
"موصل, كراج عمار الهلالي لتصليح شفلات",36.353335,43.0689416,,,,,,,
"موصل, مقبرة العالم الديني محمد نجاتي",36.3533348,43.0523458,,,,,,,
"موصل, قاعة النقيب للمناسبات",36.3533161,43.1219832,,,,,,,
"موصل, مطرانية الكلدان",36.3532965,43.1234145,,,,,,,
"موصل, مكتب عمار لبيع مواد انشائيه",36.3532934,43.2442615,,,,,,,
"موصل, مضيف قبيلة الجبور شيخ عوادابوثائر",36.3532864,43.0925457,,,,,,,
"موصل, The Engineering Association for Development & Enviroonment-EADE",36.3532812,43.2362109,,,,,,,
"موصل, بيت عرفان",36.3532797,43.1238114,,,,,,,
"موصل, افران السنابل",36.3532647,43.2416326,,,,,,,
"موصل, حي نفط",36.3532628,43.0813717,,,,,,,
"موصل, ابو علي للحلاقة",36.3532497,43.226121,,,,,,,
"موصل, مقام السيدة فاطمة بنت الحسين",36.3532497,43.121365,,,,,,,
"موصل, Stadium Hassan Alaa Eddin",36.3532489,43.2250696,,,,,,,
"موصل, مكتب ابو ذنون لبيع السمنت",36.3532473,43.2429184,,,,,,,
"موصل, قبر الاستاذ ثامر يونس",36.3532457,43.0628758,,,,,,,
"موصل, قبر المرحوم الحاج حمدون يحيى المولى",36.3532432,43.0574842,,,,,,,
"موصل, مدفن عبدالرحمن ابراهيم",36.3532372,43.051199,,,,,,,
"موصل, جامع النقيب",36.3532359,43.121757,,,,,,,
"موصل, School Khalid Bin Al Waleed",36.3532251,43.1939708,,,,,,,
"موصل, أسواق النور",36.3532248,43.0810989,,,,,,,
"موصل, ورشة عمر محمد",36.3532186,43.1064369,,,,,,,
"موصل, مدفن الحاج رياض محمد صالح الحمداني",36.353193,43.06225,,,,,,,
"موصل, مقبرة حمدون قاسم عريبي",36.3531927,43.0569739,,,,,,,
"موصل, قبر المربي الفاضل وعدالله داود العبيدي رحمه الله تعالى",36.3531669,43.057645,,,,,,,
"موصل, مقبرة الحاج كمال الدين الحيالي",36.3531652,43.049628,,,,,,,
"موصل, بدالة السويس",36.3531603,43.1527707,,,,,,,
"موصل, مرقد الشيخ محمد ابو الوفاء",36.3531509,43.1181804,,,,,,,
"موصل, بوابة الصحراء - Desert",36.3531476,43.1537246,,,,,,,
"موصل, مقبرة فاضل الهردم",36.3531428,43.0508565,,,,,,,
"موصل, عيادات الكحال التخصصية لطب و جراحة العيون Al- Kahal Eye Clinic",36.3531352,43.1186091,,,,,,,
"موصل, فاضل الجبوري (بيع وتصليح الراديترات)",36.3531304,43.0703747,,,,,,,
"موصل, حي الإصلاح الزراعي",36.3531238,43.0792933,,,,,,,
"موصل, دار مصطفى البخو",36.3531183,43.1539451,,,,,,,
"موصل, ثانوية جويرية بنت الحارث الاسلامية للبنات",36.3531183,43.1539451,,,,,,,
"موصل, البيت العراقي للستائر 3",36.3531183,43.1539451,,,,,,,
"موصل, ستائر لبنان",36.3531183,43.1539451,,,,,,,
"موصل, ضياء ابو انس",36.353094,43.205035,,,,,,,
"موصل, حي الاخاء",36.353094,43.205035,,,,,,,
"موصل, ثانوية النبي يونس عليه السلام الإسلامية للبنين",36.353088,43.2071106,,,,,,,
"موصل, مقبرة الحاج توفيق بكر الدباغ",36.353077,43.05797,,,,,,,
"موصل, ديسكفري",36.353062,43.1366483,,,,,,,
"موصل, الادارة الهندسية",36.3530556,43.153525,,,,,,,
"موصل, كراج ابوابراهيم",36.3530434,43.0687815,,,,,,,
"موصل, مدرسة المسار العلمي الابتدائية الأهلية",36.3530426,43.1519872,,,,,,,
"موصل, حدادة كاظم و رافع",36.3530414,43.2735968,,,,,,,
"موصل, اسواق السجاد",36.3530358,43.1900333,,,,,,,
"موصل, كوافير اوسكار",36.3530283,43.1541225,,,,,,,
"موصل, الكسار للسيراميك",36.3530207,43.2371342,,,,,,,
"موصل, دهونات الجبوري",36.3530187,43.0978229,,,,,,,
"موصل, دهونات السلطان",36.3530174,43.2409387,,,,,,,
"موصل, معرض باركود للسيراميك",36.3530146,43.1538385,,,,,,,
"موصل, معرض شهد الموصل",36.3530146,43.1538385,,,,,,,
"موصل, البيت الحديث للسيراميك / MODERN HOUSE",36.3530146,43.1538385,,,,,,,
"موصل, كاشي العباسي",36.3530146,43.1538385,,,,,,,
"موصل, Jotun - Mosul",36.3530146,43.1538385,,,,,,,
"موصل, معرض عراق الخير",36.3530146,43.1538385,,,,,,,
"موصل, اضرط شقة",36.3530146,43.1538385,,,,,,,
"موصل, حسان الخزرجي",36.3530023,43.0707645,,,,,,,
"موصل, قرطاسية النور",36.3529988,43.2407844,,,,,,,
"موصل, مجمع ابن سينا الطبي",36.3529988,43.1189352,,,,,,,
"موصل, اعدادي",36.3529925,43.2063664,,,,,,,
"موصل, الحوض المورود",36.3529916,43.2210574,,,,,,,
"موصل, مقبرة آل دلال باشي",36.3529889,43.0528299,,,,,,,
"موصل, بيت الشيخ",36.3529875,43.082017,,,,,,,
"موصل, محلات المواسم للصوبات",36.3529829,43.2408296,,,,,,,
"موصل, نفق السويس",36.3529786,43.1534876,,,,,,,
"موصل, السيد للتسيسات الصحية حي الزنجيلي",36.352974,43.10661,,,,,,,
